MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,PavedDrive,MoSold,YrSold,SaleType,SalePrice
80,RL,102,10192,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1968,1992,Gable,CompShg,MetalSd,MetalSd,0,570,570,GasA,Y,SBrkr,1222,698,1920,0,0,3,0,4,1,8,1,487,Y,9,2006,WD,170000
20,RL,102,17920,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,306,372,1763,GasA,Y,SBrkr,1779,0,1779,1,0,1,1,3,1,6,1,454,Y,7,2006,WD,170000
60,FV,102,11143,IR1,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,0,1580,1580,GasA,Y,SBrkr,1580,886,2466,0,0,3,0,4,1,8,1,610,Y,12,2007,WD,340000
75,RL,102,15863,Reg,Lvl,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1920,1970,Gable,CompShg,Wd Sdng,Plywood,523,301,824,GasA,Y,SBrkr,1687,998,3082,1,0,2,1,5,1,12,2,672,Y,8,2009,WD,197000
80,RL,101,9150,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,371,728,1099,GasA,Y,SBrkr,1431,0,1431,0,1,1,0,3,1,6,1,296,Y,12,2008,WD,165000
60,RL,101,14215,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,0,1158,1158,GasA,Y,SBrkr,1158,1218,2376,0,0,3,1,4,1,9,1,853,Y,11,2006,New,325300
20,RL,100,15602,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,1247,254,1501,GasA,Y,SBrkr,1801,0,1801,1,0,2,0,1,1,6,2,484,Y,3,2010,WD,289000
20,RL,100,17500,Reg,Lvl,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,1406,496,1902,GasA,Y,SBrkr,1902,0,1902,1,0,2,0,3,1,7,2,567,Y,5,2010,WD,335000
190,RL,100,34650,Reg,Bnk,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,1056,0,1056,GasA,N,SBrkr,1056,0,1056,1,0,1,0,3,1,5,0,572,Y,1,2006,WD,145000
60,RL,100,10839,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,0,926,926,GasA,Y,SBrkr,926,678,1604,0,0,2,1,3,1,7,1,470,Y,7,2008,WD,181000
20,RL,100,21750,Reg,HLS,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,0,988,988,GasA,Y,FuseA,988,0,988,0,0,1,0,2,1,4,0,520,N,2,2008,WD,113000
90,RL,100,25000,Reg,Low,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,Plywood,0,1632,1632,GasA,Y,SBrkr,1632,0,1632,0,0,2,0,4,2,8,0,576,P,6,2007,WD,143000
20,RL,100,21750,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,0,0,0,GasA,Y,SBrkr,1771,0,1771,0,0,1,0,3,1,9,1,336,Y,11,2009,WD,115000
20,RL,100,10175,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,490,935,1425,GasA,Y,SBrkr,1425,0,1425,0,0,2,0,3,1,7,1,576,Y,7,2008,WD,180500
60,RL,100,13000,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,448,448,896,GasA,Y,SBrkr,1182,960,2142,0,0,2,1,4,1,8,1,509,Y,6,2009,WD,193500
20,RL,100,10004,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,196,975,1516,GasA,Y,SBrkr,1516,0,1516,0,0,1,1,3,1,6,0,472,Y,2,2009,WD,167000
60,RL,100,9500,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964,1978,Gable,CompShg,VinylSd,VinylSd,442,374,816,GasA,Y,SBrkr,1127,850,1977,0,1,1,1,4,1,9,1,540,Y,6,2007,WD,165000
20,RL,100,12919,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,2188,142,2330,GasA,Y,SBrkr,2364,0,2364,1,0,2,1,2,1,11,2,820,Y,3,2010,New,611657
50,RM,100,12665,IR1,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,876,876,GasA,Y,SBrkr,876,540,1416,0,0,1,1,4,1,7,1,720,Y,6,2008,WD,153900
20,RM,100,12000,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,144,172,924,GasA,Y,SBrkr,1122,0,1122,1,0,1,0,2,1,6,0,528,Y,5,2008,WD,147000
20,RL,100,13350,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,762,102,864,GasA,Y,SBrkr,894,0,894,1,0,1,0,3,1,5,1,440,Y,6,2006,WD,142500
60,FV,100,12552,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,222,769,991,GasA,Y,SBrkr,991,956,1947,0,0,2,1,3,1,8,1,678,Y,5,2010,WD,254900
20,RL,99,11851,Reg,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,0,1424,1424,GasA,Y,SBrkr,1442,0,1442,0,0,2,0,3,1,5,0,500,Y,5,2009,WD,180500
60,RL,99,12099,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,970,166,1136,GasA,Y,SBrkr,1136,1332,2468,1,0,2,1,4,1,10,1,872,Y,6,2007,WD,354000
20,RL,99,7094,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,180,340,894,GasA,Y,SBrkr,894,0,894,0,0,1,0,3,1,5,0,384,Y,5,2007,WD,125000
30,RL,98,8731,IR1,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,645,270,915,GasA,Y,SBrkr,1167,0,1167,0,0,1,0,3,1,6,1,495,Y,5,2007,WD,144000
60,RL,98,12203,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,854,371,1225,GasA,Y,SBrkr,1276,1336,2612,1,0,2,1,4,1,8,1,676,Y,7,2009,WD,336000
60,RL,98,12256,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,1032,431,1463,GasA,Y,SBrkr,1500,1122,2622,1,0,2,1,3,1,9,2,712,Y,4,2010,WD,325000
20,RL,98,11478,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,1218,486,1704,GasA,Y,SBrkr,1704,0,1704,1,0,2,0,3,1,7,1,772,Y,5,2010,WD,306000
20,RL,98,11428,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,1626,1626,GasA,Y,SBrkr,1634,0,1634,0,0,2,0,3,1,7,1,866,Y,5,2007,WD,250000
20,RL,98,16033,IR1,Lvl,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,1261,572,1833,GasA,Y,SBrkr,1850,0,1850,1,0,2,0,3,1,8,1,772,Y,3,2006,WD,326000
20,RL,98,12704,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,0,2042,2042,GasA,Y,SBrkr,2042,0,2042,0,0,2,1,3,1,8,1,1390,Y,8,2009,New,253293
50,RM,98,8820,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,CompShg,VinylSd,VinylSd,1088,0,1088,GasA,Y,SBrkr,1188,561,1869,0,0,1,0,2,1,7,0,456,Y,9,2009,WD,124900
60,RL,97,10029,IR1,Lvl,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,1989,Gable,CompShg,Plywood,Plywood,831,320,1151,GasA,Y,SBrkr,1164,896,2060,0,1,2,1,4,1,8,1,521,Y,9,2007,WD,211000
60,RL,97,13478,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,1338,384,1722,GasA,Y,SBrkr,1728,568,2296,1,0,2,1,3,1,10,1,842,Y,6,2009,ConLI,451950
70,RL,96,13132,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,747,747,GasA,Y,FuseF,892,892,1784,0,0,1,1,4,1,9,0,180,N,7,2006,WD,138887
80,RL,96,11275,Reg,Lvl,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,0,710,710,GasA,Y,SBrkr,1898,1080,2978,0,0,2,1,5,1,11,1,564,Y,6,2010,WD,242000
60,RL,96,10542,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,1173,138,1311,GasA,Y,SBrkr,1325,1093,2418,1,0,2,1,3,1,9,1,983,Y,8,2008,WD,341000
60,RL,96,12474,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,1280,402,1682,GasA,Y,SBrkr,1742,590,2332,1,0,2,1,3,1,9,1,846,Y,8,2008,New,426000
20,RL,96,12456,Reg,Lvl,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,1172,528,1700,GasA,Y,SBrkr,1718,0,1718,1,0,2,0,3,1,7,1,786,Y,7,2009,WD,337500
60,RL,96,11308,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,936,168,1104,GasA,Y,SBrkr,1130,1054,2184,1,0,2,1,3,1,10,1,836,Y,7,2009,WD,335000
20,RL,96,12444,Reg,Lvl,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,1336,596,1932,GasA,Y,SBrkr,1932,0,1932,1,0,2,0,2,1,7,1,774,Y,11,2008,New,394617
80,RL,96,11777,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,328,285,1164,GasA,Y,SBrkr,1320,0,1320,1,0,1,0,3,1,6,2,564,Y,5,2006,WD,164500
60,RL,95,13450,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,700,216,916,GasA,Y,SBrkr,920,941,1861,1,0,2,1,3,1,8,0,492,Y,6,2006,WD,200000
20,RL,95,13651,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,1880,343,2223,GasA,Y,SBrkr,2223,0,2223,1,0,2,0,3,1,8,2,516,Y,2,2007,WD,244000
20,RL,95,15865,IR1,Lvl,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,351,1043,2217,GasA,Y,SBrkr,2217,0,2217,1,0,2,0,4,1,8,1,621,Y,10,2007,WD,268000
90,RL,95,11345,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,220,708,928,GasA,Y,FuseA,928,992,1920,0,0,2,0,4,2,10,0,400,Y,7,2007,WD,137000
60,RL,95,11787,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,719,660,1379,GasA,Y,SBrkr,1383,1015,2398,1,0,2,1,3,1,8,1,834,Y,8,2007,WD,315750
20,RL,95,12182,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,1201,340,1541,GasA,Y,SBrkr,1541,0,1541,0,0,2,0,3,1,7,1,532,Y,5,2010,New,220000
20,FV,95,11639,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,0,1428,1428,GasA,Y,SBrkr,1428,0,1428,0,0,2,0,3,1,6,0,480,Y,12,2008,New,182000
20,RL,94,10402,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,0,1226,1226,GasA,Y,SBrkr,1226,0,1226,0,0,2,0,3,1,6,0,740,Y,5,2010,WD,198900
80,RL,94,7819,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,422,480,1029,GasA,Y,SBrkr,1117,0,1117,1,0,1,0,3,1,6,1,672,Y,3,2010,WD,107000
20,RL,94,25286,Reg,HLS,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,633,431,1064,GasA,Y,SBrkr,1040,0,1040,1,0,1,0,3,1,5,0,648,Y,1,2007,WD,132250
90,RL,94,9400,Reg,Low,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,0,912,912,GasA,Y,SBrkr,912,912,1824,0,0,2,2,4,2,8,0,0,Y,4,2010,WD,139000
20,RL,94,12220,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2009,2009,Hip,CompShg,CemntBd,CmentBd,1436,570,2006,GasA,Y,SBrkr,2020,0,2020,1,0,2,1,3,1,9,1,900,Y,9,2009,New,402861
60,RL,94,13005,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,692,153,845,GasA,Y,SBrkr,1153,1200,2353,1,0,2,1,4,1,10,1,484,Y,8,2009,WD,260000
20,RL,93,9382,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,0,1468,1468,GasA,Y,SBrkr,1479,0,1479,0,0,2,0,3,1,6,0,577,Y,7,2008,WD,191000
60,RL,93,10261,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,0,936,936,GasA,Y,SBrkr,962,830,1792,1,0,2,1,3,1,8,1,451,Y,5,2008,WD,186500
20,RL,93,11160,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,1065,1045,2110,GasA,Y,SBrkr,2110,0,2110,1,0,2,1,3,1,8,2,522,Y,4,2010,WD,244000
60,RL,93,12090,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,0,1141,1141,GasA,Y,SBrkr,1165,1098,2263,0,0,2,1,4,1,10,1,420,Y,7,2006,WD,258000
20,RL,93,12030,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,0,1694,1694,GasA,Y,SBrkr,1694,0,1694,0,0,2,0,3,1,7,0,818,Y,12,2007,New,318000
60,RL,93,11999,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,0,1181,1181,GasA,Y,SBrkr,1234,1140,2374,0,0,2,1,4,1,10,1,656,Y,5,2007,WD,285000
20,RL,93,12085,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,1004,730,1734,GasA,Y,SBrkr,1734,0,1734,1,0,2,0,3,1,7,1,928,Y,11,2007,New,318000
20,RL,93,15306,IR1,HLS,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,80,1652,1732,GasA,Y,SBrkr,1776,0,1776,1,0,2,0,3,1,7,1,712,Y,5,2007,New,283463
50,RL,92,7438,IR1,Lvl,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,0,504,504,GasA,Y,SBrkr,936,316,1252,0,0,1,0,3,1,5,0,576,Y,6,2006,WD,127000
80,RL,92,6930,IR1,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,300,468,1062,GasA,Y,FuseF,1352,0,1352,0,1,1,0,3,1,6,0,288,Y,7,2006,WD,130000
90,RL,92,12108,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,133,1307,1440,GasA,N,FuseF,1440,0,1440,0,0,2,0,4,2,8,0,0,Y,9,2008,WD,118000
60,RL,92,11764,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,524,628,1152,GasA,Y,SBrkr,1164,1106,2270,0,0,2,1,4,1,9,1,671,Y,4,2010,WD,290000
60,RL,92,9920,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,862,255,1117,GasA,Y,SBrkr,1127,886,2013,1,0,2,1,3,1,8,1,455,Y,6,2007,WD,269790
60,RL,92,10120,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,740,425,1165,GasA,Y,SBrkr,1203,1323,2526,1,0,2,1,4,1,8,1,844,Y,12,2006,WD,290000
60,RL,92,11952,Reg,Lvl,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,0,808,808,GasA,Y,SBrkr,1161,808,1969,0,0,2,1,3,1,8,1,534,Y,11,2007,WD,190000
75,RM,92,5520,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,755,755,GasA,Y,SBrkr,929,929,2229,0,0,1,0,5,1,8,0,0,Y,7,2009,WD,104000
20,RL,92,11932,Reg,Lvl,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,0,1580,1580,GasA,Y,SBrkr,1580,0,1580,0,0,2,0,3,1,7,0,830,Y,6,2008,ConLD,235128
60,RL,92,12003,Reg,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,0,774,774,GasA,Y,SBrkr,774,1194,1968,0,0,2,1,4,1,8,1,680,Y,5,2010,New,269500
20,RL,91,10652,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0,1494,1494,GasA,Y,SBrkr,1494,0,1494,0,0,2,0,3,1,7,1,840,Y,8,2007,New,279500
90,RL,91,11643,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,500,748,1248,GasA,Y,SBrkr,1338,1296,2634,1,1,2,2,6,2,12,0,968,Y,8,2009,WD,200000
20,RL,91,10437,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,1696,413,2109,GasA,Y,SBrkr,2113,0,2113,1,0,2,1,2,1,7,1,839,Y,8,2008,WD,350000
20,RL,91,14303,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,1314,672,1986,GasA,Y,SBrkr,1987,0,1987,1,0,2,0,2,1,7,1,691,Y,8,2008,WD,301500
20,RL,91,14145,Reg,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,213,995,1208,GasA,Y,SBrkr,1621,0,1621,1,0,2,0,3,1,8,0,440,Y,5,2006,WD,202500
20,RL,91,12274,IR1,Lvl,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,0,1417,1417,GasA,Y,SBrkr,1428,0,1428,0,0,2,0,3,1,6,0,554,Y,7,2008,New,227680
20,RL,90,11248,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,1059,567,1626,GasA,Y,SBrkr,1668,0,1668,1,0,2,0,3,1,7,1,702,Y,7,2007,WD,285000
60,RL,90,11367,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,932,133,1065,GasA,Y,SBrkr,1091,898,1989,1,0,2,1,3,1,7,1,586,Y,11,2006,WD,255000
190,RL,90,15750,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,841,324,1165,GasA,Y,SBrkr,1336,0,1336,1,0,1,0,2,1,5,2,375,Y,6,2006,WD,157000
20,RL,90,14115,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,296,230,1073,GasA,Y,SBrkr,1811,0,1811,0,0,1,0,2,1,6,1,470,Y,7,2006,WD,230000
85,RL,90,10012,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,920,38,1138,GasA,Y,SBrkr,1181,0,1181,1,0,2,0,3,1,6,0,588,Y,4,2008,WD,137500
20,RL,90,17217,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,1140,1140,GasA,Y,SBrkr,1140,0,1140,0,0,1,0,3,1,6,0,0,Y,7,2006,WD,84500
20,RL,90,11988,IR1,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,777,467,1244,GasA,Y,FuseA,1244,0,1244,0,0,1,1,3,1,6,2,336,Y,5,2007,WD,150000
60,RL,90,9900,Reg,Low,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,987,360,1347,GasA,Y,SBrkr,1372,1274,2646,1,0,2,1,4,1,9,1,656,Y,4,2009,WD,260000
20,RL,90,12378,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,1274,622,1896,GasA,Y,SBrkr,1944,0,1944,1,0,2,0,3,1,8,3,708,Y,11,2006,WD,360000
20,RL,90,11694,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,48,1774,1822,GasA,Y,SBrkr,1828,0,1828,0,0,2,0,3,1,9,1,774,Y,7,2007,New,314813
60,RL,90,11700,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,384,143,702,GasA,Y,SBrkr,1041,702,1743,0,1,1,2,3,1,7,1,539,Y,6,2007,WD,175000
60,RL,90,10800,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,956,384,1522,GasA,Y,SBrkr,1548,1066,2614,0,0,2,1,4,1,9,1,624,Y,6,2008,WD,240000
60,RL,90,11700,Reg,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,404,304,708,GasA,Y,SBrkr,708,708,1416,0,0,2,1,3,1,7,1,776,Y,5,2006,WD,179900
75,RM,90,22950,IR2,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,0,1107,1107,GasA,Y,SBrkr,1518,1518,3608,0,0,2,1,4,1,12,2,840,Y,6,2006,WD,475000
75,RM,90,8100,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,0,849,849,GasA,N,FuseA,1075,1063,2138,0,0,2,0,2,3,11,0,360,N,11,2009,WD,106000
30,RM,90,8100,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,338,1221,1559,GasA,Y,SBrkr,1559,0,1559,1,0,1,0,2,1,5,0,812,Y,6,2007,COD,153500
